zipcode,centile,superzip,rank,city,state,latitude,longitude,incident
60657,97.90517,1,354,Chicago,IL,41.81,-87.69,12.00
22205,97.88741,1,355,Arlington,VA,38.88,-77.14,225.00
11530,97.8794,1,356,Garden City,NY,40.73,-73.64,1.00
7641,97.87393,1,357,Haworth,NJ,40.96,-73.99,48.00
63141,97.86952,1,358,Saint Louis,MO,38.66,-90.45,17.00
48230,97.86234,1,359,Grosse Pointe,MI,42.24,-83.15,59.00
22646,97.85892,1,,Millwood,VA,39.12,-77.99,9.00
78248,97.85648,1,360,San Antonio,TX,29.44,-98.46,195.00
99725,97.85403,1,,Ester,AK,64.87,-148.09,21205.00
55347,97.8499,1,361,Eden Prairie,MN,44.84,-93.46,98.00
1810,97.8401,1,362,Andover,MA,42.65,-71.17,981.00
27614,97.83234,1,363,Raleigh,NC,35.97,-78.62,1073.00
30097,97.82609,1,364,Duluth,GA,34.01,-84.14,4.00
87122,97.81458,1,365.5,Albuquerque,NM,35.19,-106.53,99.00
95032,97.81458,1,365.5,Los Gatos,CA,37.07,-121.66,869135.00
91302,97.80305,1,367,Calabasas,CA,33.79,-118.30,4529.00
2460,97.79689,1,368,Newtonville,MA,42.37,-71.18,345.00
2466,97.79362,1,369,Auburndale,MA,42.35,-71.22,48.00
45208,97.78877,1,370,Cincinnati,OH,39.14,-84.43,9.00
10803,97.78305,1,371,Pelham,NY,40.90,-73.81,44.00
75013,97.77891,1,372,Allen,TX,33.12,-96.68,1867.00
85045,97.77615,1,373,Phoenix,AZ,33.30,-112.12,168.00
84717,97.77534,1,,Bryce Canyon,UT,37.84,-111.31,95.00
55391,97.77225,1,374,Wayzata,MN,44.98,-93.54,33.00
37205,97.76474,1,375,Nashville,TN,36.11,-86.87,566.00
33327,97.75809,1,376,Fort Lauderdale,FL,26.11,-80.42,572.00
20833,97.75486,1,377,Brookeville,MD,39.20,-77.05,14.00
6426,97.75311,1,378,Essex,CT,41.45,-72.50,21205.00
92662,97.75171,1,379,Newport Beach,CA,33.61,-117.89,51.00
97034,97.74733,1,380,Lake Oswego,OR,45.41,-122.69,1.00
22202,97.73996,1,381,Arlington,VA,38.85,-77.06,225.00
30022,97.72675,1,382,Alpharetta,GA,34.03,-84.24,20.00
55446,97.71509,1,383,Minneapolis,MN,45.04,-93.49,15.00
60565,97.70628,1,384,Naperville,IL,41.74,-88.11,121.00
10003,97.68859,1,385,New York,NY,40.73,-73.99,2560664.00
94970,97.67737,1,386,Stinson Beach,CA,37.91,-122.65,4.00
94114,97.66973,1,387,San Francisco,CA,37.76,-122.44,14455.00
20759,97.66196,1,388,Fulton,MD,39.16,-76.93,45949.00
8534,97.65959,1,389,Pennington,NJ,40.33,-74.81,187.00
7041,97.65616,1,390,Millburn,NJ,40.73,-74.30,13.00
92037,97.6468,1,391,La Jolla,CA,32.90,-117.23,53.00
60062,97.63093,1,392,Northbrook,IL,42.12,-87.84,383.00
7039,97.61799,1,393,Livingston,NJ,40.79,-74.33,319.00
2332,97.61029,1,394,Duxbury,MA,42.05,-70.71,529579.00
6020,97.60764,1,,Canton Center,CT,41.85,-72.90,12.00
10964,97.60732,1,395,Palisades,NY,41.01,-73.92,33.00
30068,97.60101,1,396,Marietta,GA,33.97,-84.45,5.00
7922,97.59261,1,397,Berkeley Heights,NJ,40.68,-74.42,519.00
7045,97.58823,1,398,Montville,NJ,40.91,-74.36,28.00
7853,97.58383,1,399,Long Valley,NJ,40.81,-74.79,16.00
1775,97.5804,1,400,Stow,MA,42.45,-71.46,23.00
7739,97.57816,1,401,Little Silver,NJ,40.38,-74.17,23.00
83014,97.57635,1,402,Wilson,WY,43.48,-110.84,456.00
6807,97.57435,1,403,Cos Cob,CT,41.06,-73.59,48.00
22201,97.56754,1,404,Arlington,VA,38.89,-77.10,225.00
77019,97.55869,1,405,Houston,TX,29.83,-95.43,620.00
67230,97.55418,1,406,Wichita,KS,37.68,-97.17,540.00
6117,97.55017,1,407,West Hartford,CT,41.79,-72.76,17.00
94404,97.54076,1,408,San Mateo,CA,37.55,-122.27,1214.00
19436,97.53412,1,,Gwynedd,PA,40.20,-75.25,1248.00
19317,97.5323,1,409,Chadds Ford,PA,39.87,-75.56,23.00
32963,97.52722,1,410,Vero Beach,FL,27.69,-80.38,179.00
78726,97.52275,1,411,Austin,TX,30.43,-97.84,43.00
94062,97.51649,1,412,Redwood City,CA,37.42,-122.30,7.00
75251,97.51104,1,413,Dallas,TX,32.90,-96.73,126839.00
93645,97.51073,1,,O Neals,CA,37.16,-119.67,54.00
15015,97.51044,1,414,Bradfordwoods,PA,40.43,-80.02,5066.00
21042,97.50373,1,415,Ellicott City,MD,39.26,-76.90,80.00
14534,97.49158,1,416,Pittsford,NY,43.06,-77.52,91.00
7079,97.48298,1,417,South Orange,NJ,40.75,-74.27,643.00
7632,97.47905,1,418,Englewood Cliffs,NJ,40.88,-73.95,27.00
78703,97.47399,1,419,Austin,TX,30.29,-97.77,43.00
6430,97.46423,1,420,Fairfield,CT,41.18,-73.28,3310.00
60201,97.45168,1,421,Evanston,IL,42.05,-87.70,9.00
2067,97.44172,1,422,Sharon,MA,42.11,-71.18,3.00
7640,97.43773,1,423,Harrington Park,NJ,40.99,-73.98,5.00
60422,97.4352,1,424,Flossmoor,IL,41.81,-87.69,508.00
60048,97.42838,1,425,Libertyville,IL,42.29,-87.96,963.00
90275,97.41496,1,426,Rancho Palos Verdes,CA,33.79,-118.30,1457.00
21131,97.40522,1,427,Phoenix,MD,39.48,-76.58,168.00
94598,97.39855,1,428,Walnut Creek,CA,37.91,-122.04,5.00
22033,97.38705,1,429,Fairfax,VA,38.88,-77.38,921.00
92131,97.37538,1,430,San Diego,CA,32.87,-117.09,20807.00
29482,97.36963,1,431,Sullivans Island,SC,32.77,-79.84,394.00
33156,97.36353,1,432,Miami,FL,25.56,-80.46,89.00
22302,97.3546,1,433,Alexandria,VA,38.83,-77.09,242.00
2142,97.35107,1,434,Cambridge,MA,42.36,-71.08,181.00
19707,97.34798,1,435,Hockessin,DE,39.64,-75.68,3.00
8535,97.34491,1,436,Millstone Township,NJ,40.23,-74.45,9.00
6060,97.34417,1,437,North Granby,CT,42.00,-72.84,2.00
11791,97.33917,1,438,Syosset,NY,40.75,-73.60,3.00
94010,97.32643,1,439,Burlingame,CA,37.57,-122.37,44.00
7711,97.3179,1,440,Allenhurst,NJ,40.24,-74.01,57.00
20861,97.31721,1,441,Ashton,MD,39.15,-76.99,74.00
94539,97.30841,1,442,Fremont,CA,37.52,-121.91,173.00
28277,97.29379,1,443,Charlotte,NC,35.06,-80.82,23638.00
1945,97.28361,1,444,Marblehead,MA,42.56,-70.77,56.00
7974,97.27743,1,445,New Providence,NJ,40.70,-74.41,26.00
48069,97.2748,1,446,Pleasant Ridge,MI,42.47,-83.14,70.00
60540,97.26697,1,447,Naperville,IL,41.76,-88.15,121.00
94127,97.25537,1,448,San Francisco,CA,37.73,-122.46,14455.00
6070,97.24844,1,449,Simsbury,CT,41.87,-72.82,69.00
76885,97.24577,1,,Valley Spring,TX,30.70,-98.66,14.00
7751,97.24281,1,450,Morganville,NJ,40.32,-74.21,362.00
2109,97.23901,1,451,Boston,MA,42.36,-71.05,268.00
2025,97.23677,1,452,Cohasset,MA,42.23,-70.82,2.00
85255,97.23095,1,453,Scottsdale,AZ,33.28,-112.19,28.00
22301,97.22434,1,454,Alexandria,VA,38.82,-77.08,242.00
7722,97.22017,1,455,Colts Neck,NJ,40.30,-74.16,159.00
19004,97.21635,1,456,Bala Cynwyd,PA,40.01,-75.23,7885.00
94965,97.21183,1,457,Sausalito,CA,37.85,-122.53,11.00
15241,97.20526,1,458,Pittsburgh,PA,40.33,-80.08,91.00
22307,97.19934,1,459,Alexandria,VA,38.77,-77.07,242.00
10605,97.19382,1,460,White Plains,NY,41.01,-73.75,30.00
11545,97.1881,1,461,Glen Head,NY,40.75,-73.60,2.00
7976,97.18571,1,462,New Vernon,NJ,40.74,-74.48,26.00
10994,97.18428,1,463,West Nyack,NY,41.10,-73.97,17.00
60175,97.17994,1,464,Saint Charles,IL,41.94,-88.39,17.00
98029,97.17191,1,465,Issaquah,WA,47.57,-122.03,53.00
59928,97.16694,1,,Polebridge,MT,48.78,-114.34,29.00
19425,97.16557,1,466,Chester Springs,PA,40.10,-75.64,481.00
8801,97.1628,1,467,Annandale,NJ,40.63,-74.89,233.00
94925,97.15959,1,468,Corte Madera,CA,37.93,-122.51,24.00
77479,97.14864,1,469,Sugar Land,TX,29.55,-95.67,14160.00
35213,97.13676,1,470,Birmingham,AL,33.46,-86.75,35.00
3049,97.13274,1,471,Hollis,NH,42.86,-71.58,119.00
60661,97.13049,1,472,Chicago,IL,41.81,-87.69,12.00
8553,97.12939,1,473,Rocky Hill,NJ,40.41,-74.63,29.00
2090,97.12659,1,474,Westwood,MA,42.22,-71.20,7.00
1886,97.12028,1,475,Westford,MA,42.45,-71.46,1314.00
11733,97.11333,1,476,East Setauket,NY,40.92,-72.64,32.00
63017,97.10166,1,477,Chesterfield,MO,38.65,-90.54,559.00
1748,97.091,1,478,Hopkinton,MA,42.45,-71.46,151.00
92782,97.08523,1,479,Tustin,CA,33.71,-117.82,31.00
55436,97.07925,1,480,Minneapolis,MN,44.90,-93.42,15.00
34786,97.07526,1,481,Windermere,FL,28.48,-81.54,24.00
60184,97.07362,1,482,Wayne,IL,41.84,-88.09,390694.00
2478,97.06864,1,483,Belmont,MA,42.41,-71.20,35.00
94552,97.06131,1,484,Castro Valley,CA,37.69,-121.93,14.00
20878,97.04908,1,485,Gaithersburg,MD,39.09,-77.20,20.00
22032,97.034,1,486,Fairfax,VA,38.82,-77.29,921.00
2210,97.02859,1,,Boston,MA,42.35,-71.04,268.00
8536,97.02518,1,487,Plainsboro,NJ,40.34,-74.58,238.00
5055,97.02122,1,488,Norwich,VT,43.72,-72.36,11.00
34228,97.01861,1,489,Longboat Key,FL,27.36,-82.44,16.00
78015,97.01553,1,490,Boerne,TX,29.44,-98.46,27.00
6830,97.00956,1,491,Greenwich,CT,41.04,-73.63,1738.00
53217,96.99904,1,492,Milwaukee,WI,43.13,-87.93,22322.00
8560,96.99272,1,493,Titusville,NJ,40.31,-74.86,79.00
7746,96.98897,1,494,Marlboro,NJ,40.35,-74.14,179.00
48864,96.98248,1,495,Okemos,MI,42.72,-84.43,14492.00
20165,96.97418,1,496,Sterling,VA,39.05,-77.39,23.00
90024,96.963,1,497,Los Angeles,CA,33.79,-118.30,869135.00
77381,96.95049,1,498,Spring,TX,30.17,-95.50,93.00
7921,96.94259,1,499,Bedminster,NJ,40.66,-74.68,169.00
21056,96.94083,1,,Gibson Island,MD,39.09,-76.55,99.00
7645,96.93944,1,500,Montvale,NJ,41.05,-74.05,28.00
95135,96.93496,1,501,San Jose,CA,37.27,-121.72,5277.00
43017,96.92583,1,502,Dublin,OH,40.08,-82.81,51.00
7940,96.91705,1,503,Madison,NJ,40.76,-74.42,10901.00
6443,96.91093,1,504,Madison,CT,41.35,-72.79,10901.00
11579,96.90658,1,505,Sea Cliff,NY,40.75,-73.60,31.00
1730,96.90308,1,506,Bedford,MA,42.45,-71.46,169.00
60044,96.89848,1,507,Lake Bluff,IL,42.29,-87.87,74538.00
92651,96.89092,1,508,Laguna Beach,CA,33.52,-117.74,111.00
10560,96.88448,1,509,North Salem,NY,41.33,-73.61,2.00
30075,96.87509,1,510,Roswell,GA,34.06,-84.37,47.00
80025,96.86662,1,,Eldorado Springs,CO,39.93,-105.29,59.00
7446,96.86391,1,511,Ramsey,NJ,41.06,-74.13,1457.00
27608,96.85913,1,512,Raleigh,NC,35.81,-78.65,1073.00
19034,96.85589,1,513,Fort Washington,PA,40.13,-75.21,572.00
78735,96.85291,1,514,Austin,TX,30.27,-97.86,43.00
60605,96.84825,1,515,Chicago,IL,41.81,-87.69,12.00
7932,96.84373,1,516,Florham Park,NJ,40.77,-74.40,508.00
22046,96.83926,1,517,Falls Church,VA,38.88,-77.17,12.00
53203,96.83637,1,,Milwaukee,WI,43.04,-87.92,22322.00
60203,96.83543,1,518,Evanston,IL,42.05,-87.72,9.00
19444,96.8326,1,519,Lafayette Hill,PA,40.09,-75.26,2005.00
43054,96.82913,1,520,New Albany,OH,40.09,-82.81,130.00
20147,96.8226,1,521,Ashburn,VA,39.04,-77.48,194.00
10708,96.81304,1,522,Bronxville,NY,40.94,-73.83,1.00
90067,96.80787,1,523,Los Angeles,CA,33.79,-118.30,869135.00
29401,96.80547,1,524,Charleston,SC,32.78,-79.94,1630.00
80209,96.79905,1,525,Denver,CO,39.71,-104.96,9927.00
85259,96.78941,1,526,Scottsdale,AZ,33.28,-112.19,28.00
66217,96.78371,1,527,Shawnee,KS,39.01,-94.77,480.00
6089,96.78236,1,528,Weatogue,CT,41.89,-72.70,43.00
35242,96.77599,1,529,Birmingham,AL,33.38,-86.70,35.00
98053,96.76493,1,530,Redmond,WA,47.65,-122.02,8.00
94583,96.75137,1,531,San Ramon,CA,37.77,-121.98,120.00
22548,96.7431,1,,Sharps,VA,37.84,-76.69,25.00
21723,96.74303,1,,Cooksville,MD,39.33,-77.01,73.00
19422,96.73946,1,532,Blue Bell,PA,40.16,-75.28,133.00
94020,96.73563,1,533,La Honda,CA,37.27,-122.25,53.00
78258,96.73227,1,534,San Antonio,TX,29.44,-98.46,195.00
2458,96.72677,1,535,Newton,MA,42.39,-71.21,345.00
7950,96.72094,1,536,Morris Plains,NJ,40.84,-74.54,220.00
48098,96.7095,1,537,Troy,MI,42.60,-83.15,13.00
22015,96.69373,1,538,Burke,VA,38.79,-77.29,256.00
94709,96.68414,1,539,Berkeley,CA,37.88,-122.27,519.00
10530,96.6796,1,540,Hartsdale,NY,41.02,-73.81,3.00
8853,96.67471,1,541,Neshanic Station,NJ,40.49,-74.73,8.00
1985,96.67178,1,542,West Newbury,MA,42.79,-70.97,17.00
2043,96.66727,1,543,Hingham,MA,42.21,-70.88,6407.00
3854,96.66335,1,544,New Castle,NH,43.06,-70.72,1159.00
20152,96.66193,1,545,Chantilly,VA,38.90,-77.51,116.00
20895,96.657,1,546,Kensington,MD,39.10,-77.11,178.00
53092,96.64935,1,547,Thiensville,WI,43.24,-87.98,3.00
11721,96.64422,1,548,Centerport,NY,40.89,-73.37,22.00
63038,96.64218,1,549,Glencoe,MO,38.59,-90.66,2.00
92210,96.64038,1,550,Indian Wells,CA,33.70,-116.30,27346.00
21794,96.63914,1,551,West Friendship,MD,39.30,-76.98,17.00
27514,96.63155,1,552,Chapel Hill,NC,36.00,-79.05,116.00
94087,96.61433,1,553,Sunnyvale,CA,37.19,-121.71,80.00
95138,96.6017,1,554,San Jose,CA,37.26,-121.75,5277.00
48322,96.59316,1,555,West Bloomfield,MI,42.54,-83.38,68.00
94502,96.58462,1,556,Alameda,CA,37.74,-122.24,26969.00
14051,96.57874,1,557,East Amherst,NY,43.04,-78.70,19.00
85284,96.57249,1,558,Tempe,AZ,33.34,-111.91,33.00
92887,96.56586,1,559,Yorba Linda,CA,33.64,-117.77,271.00
60047,96.55585,1,560,Lake Zurich,IL,42.22,-88.08,1.00
8720,96.54926,1,561,Allenwood,NJ,40.14,-74.11,57.00
98364,96.5491,1,,Port Gamble,WA,47.83,-122.59,8.00
11718,96.54851,1,562,Brightwaters,NY,40.72,-73.26,18.00
7960,96.53925,1,563,Morristown,NJ,40.77,-74.51,17.00
87011,96.53058,1,,Claunch,NM,34.23,-107.37,37.00
45349,96.53058,1,,North Hampton,OH,39.99,-83.94,2.00
1983,96.52943,1,564,Topsfield,MA,42.66,-70.95,95.00
94111,96.52747,1,565,San Francisco,CA,37.77,-122.41,14455.00
95746,96.52302,1,566,Granite Bay,CA,38.76,-121.18,3.00
20905,96.51611,1,567,Silver Spring,MD,39.11,-77.01,30.00
20721,96.50886,1,568,Bowie,MD,38.92,-76.79,305.00
6107,96.50123,1,569,West Hartford,CT,41.75,-72.76,17.00
80425,96.49753,1,,Buffalo Creek,CO,39.33,-105.25,23.00
11559,96.49614,1,570,Lawrence,NY,40.62,-73.73,404.00
30328,96.48884,1,571,Atlanta,GA,33.93,-84.40,16.00
7058,96.48194,1,572,Pine Brook,NJ,40.87,-74.34,12.00
8003,96.47517,1,573,Cherry Hill,NJ,39.89,-74.97,4.00
74137,96.4653,1,574,Tulsa,OK,36.02,-95.94,10358.00
8889,96.4594,1,575,Whitehouse Station,NJ,40.62,-74.77,30.00
94960,96.45423,1,576,San Anselmo,CA,37.99,-122.59,195.00
75248,96.44408,1,577,Dallas,TX,32.99,-96.77,126839.00
60302,96.43095,1,578,Oak Park,IL,41.81,-87.69,54.00
53717,96.42259,1,579,Madison,WI,43.02,-89.66,10901.00
15090,96.4174,1,580,Wexford,PA,40.43,-80.02,29.00
11050,96.40869,1,581,Port Washington,NY,40.75,-73.60,8.00
97201,96.39809,1,582,Portland,OR,45.50,-122.69,87.00
91361,96.38923,1,583,Westlake Village,CA,34.14,-118.85,1314.00
60461,96.38452,1,584,Olympia Fields,IL,41.81,-87.69,67.00
85262,96.38142,1,585,Scottsdale,AZ,33.41,-111.92,28.00
98006,96.37262,1,586,Bellevue,WA,47.55,-122.14,839.00
80302,96.3621,1,587,Boulder,CO,40.06,-105.39,175.00
90292,96.35387,1,588,Marina del Rey,CA,33.79,-118.30,185.00
2464,96.34895,1,589,Newton Upper Falls,MA,42.37,-71.22,345.00
94131,96.34199,1,590,San Francisco,CA,37.74,-122.44,14455.00
19103,96.33112,1,591,Philadelphia,PA,40.00,-75.19,215080.00
20855,96.32356,1,592,Derwood,MD,39.14,-77.14,9927.00
85263,96.32011,1,593,Rio Verde,AZ,33.28,-112.19,26.00
46032,96.31336,1,594,Carmel,IN,40.07,-86.12,17.00
75252,96.30259,1,595,Dallas,TX,32.99,-96.77,126839.00
48105,96.29212,1,596,Ann Arbor,MI,42.32,-83.71,233.00
11804,96.28518,1,597,Old Bethpage,NY,40.75,-73.60,52.00
10956,96.27834,1,598,New City,NY,41.15,-73.99,1159.00
18471,96.27236,1,,Waverly,PA,41.52,-75.69,10.00
7649,96.27069,1,599,Oradell,NJ,40.96,-74.03,5.00
23507,96.26779,1,600,Norfolk,VA,36.87,-76.30,5177.00
2575,96.26634,1,,West Tisbury,MA,41.42,-70.64,17.00
55129,96.26514,1,601,Saint Paul,MN,44.90,-92.92,17.00
36564,96.26401,1,,Point Clear,AL,30.48,-87.92,52.00
3031,96.26208,1,602,Amherst,NH,42.87,-71.63,56.00
14506,96.25998,1,603,Mendon,NY,43.00,-77.50,248.00
20838,96.2597,1,,Barnesville,MD,39.23,-77.37,7.00
92612,96.25349,1,604,Irvine,CA,33.62,-117.78,5.00
27513,96.24072,1,605,Cary,NC,35.80,-78.82,27.00
94402,96.22941,1,606,San Mateo,CA,37.54,-122.33,1214.00
94070,96.219,1,607,San Carlos,CA,37.50,-122.30,12742.00
2494,96.21152,1,608,Needham Heights,MA,42.30,-71.26,118.00
97221,96.20741,1,609,Portland,OR,45.51,-122.73,87.00
92620,96.20052,1,610,Irvine,CA,33.69,-117.77,5.00
30342,96.19093,1,611,Atlanta,GA,33.88,-84.38,16.00
92075,96.18341,1,612,Solana Beach,CA,33.01,-117.26,17.00
11021,96.17684,1,613,Great Neck,NY,40.75,-73.60,265.00
2465,96.17059,1,614,West Newton,MA,42.38,-71.21,17.00
80304,96.16366,1,615,Boulder,CO,40.11,-105.37,175.00
6090,96.15876,1,616,West Granby,CT,41.96,-72.86,17.00
66223,96.15652,1,617,Overland Park,KS,38.86,-94.66,60.00
22989,96.15438,1,,Woodberry Forest,VA,38.43,-78.27,226.00
80126,96.14243,1,618,Littleton,CO,39.54,-104.97,23.00
30346,96.13024,1,619,Atlanta,GA,33.92,-84.34,16.00
11768,96.12569,1,620,Northport,NY,40.91,-73.33,383.00
87544,96.1179,1,621,Los Alamos,NM,35.85,-106.29,8.00
78717,96.11304,1,622,Austin,TX,30.49,-97.76,43.00
22153,96.10594,1,623,Springfield,VA,38.76,-77.18,93.00
5254,96.10014,1,,Manchester,VT,43.18,-73.05,146101.00
80439,96.09554,1,624,Evergreen,CO,39.63,-105.33,9.00
48236,96.08498,1,625,Grosse Pointe,MI,42.24,-83.15,59.00
37069,96.07615,1,626,Franklin,TN,35.98,-86.91,20084.00
7738,96.07217,1,627,Lincroft,NJ,40.35,-74.13,850.00
83353,96.07085,1,628,Sun Valley,ID,43.68,-114.53,22393.00
38138,96.06631,1,629,Germantown,TN,35.09,-89.79,132.00
97210,96.05976,1,630,Portland,OR,45.55,-122.73,87.00
10589,96.05589,1,631,Somers,NY,41.33,-73.69,1197.00
66206,96.05235,1,632,Leawood,KS,38.96,-94.72,62.00
20832,96.04613,1,633,Olney,MD,39.15,-77.08,67.00
7092,96.04049,1,634,Mountainside,NJ,40.68,-74.36,1.00
66219,96.03779,1,635,Lenexa,KS,38.96,-94.78,56.00
90403,96.03095,1,636,Santa Monica,CA,33.79,-118.30,1491.00
8833,96.02393,1,637,Lebanon,NJ,40.64,-74.83,106.00
6470,96.01968,1,638,Newtown,CT,41.40,-73.31,345.00
8033,96.01379,1,639,Haddonfield,NJ,39.88,-75.03,23.00
80921,96.00909,1,640,Colorado Springs,CO,39.06,-104.89,50.00
48084,96.00488,1,641,Troy,MI,42.55,-83.18,13.00
75039,96.00155,1,642,Irving,TX,32.73,-96.82,5.00
68118,95.99958,1,643,Omaha,NE,41.26,-96.18,67.00
45249,95.99583,1,644,Cincinnati,OH,39.27,-84.33,9.00
8750,95.99261,1,645,Sea Girt,NJ,40.16,-74.04,31.00
20191,95.98627,1,646,Reston,VA,38.93,-77.35,4.00
11743,95.97274,1,647,Huntington,NY,40.87,-73.41,21.00
20852,95.95751,1,648,Rockville,MD,39.05,-77.12,170.00
78701,95.94943,1,649,Austin,TX,30.27,-97.74,43.00
55331,95.9455,1,650,Excelsior,MN,44.91,-93.62,9.00
7933,95.94176,1,651,Gillette,NJ,40.69,-74.47,18.00
2906,95.93649,1,652,Providence,RI,41.84,-71.39,1870.00
20319,95.93179,1,,Washington,DC,38.87,-77.02,11211.00
35243,95.9287,1,653,Birmingham,AL,33.45,-86.75,35.00
28270,95.92088,1,654,Charlotte,NC,35.11,-80.76,23638.00
11790,95.91341,1,655,Stony Brook,NY,40.90,-73.18,4.00
22180,95.90638,1,656,Vienna,VA,38.90,-77.25,275.00
94517,95.89942,1,657,Clayton,CA,37.90,-121.78,986.00
11960,95.89657,1,658,Remsenburg,NY,40.92,-72.64,7.00
77079,95.89073,1,659,Houston,TX,29.83,-95.43,620.00
29451,95.88411,1,660,Isle of Palms,SC,32.81,-79.76,32.00
10520,95.88065,1,661,Croton on Hudson,NY,41.12,-73.87,49.00
80027,95.87317,1,662,Louisville,CO,39.98,-105.27,60.00
60187,95.85747,1,663,Wheaton,IL,41.84,-88.09,1.00
77069,95.84377,1,664,Houston,TX,29.78,-95.34,620.00
1944,95.83978,1,665,Manchester,MA,42.58,-70.76,146101.00
2881,95.83818,1,666,Kingston,RI,41.48,-71.52,208.00
80112,95.83371,1,667,Englewood,CO,39.58,-104.86,27.00
23113,95.8242,1,668,Midlothian,VA,37.49,-77.66,309.00
11570,95.81342,1,669,Rockville Centre,NY,40.67,-73.64,170.00
43065,95.80396,1,670,Powell,OH,40.18,-83.09,31.00
99516,95.79585,1,671,Anchorage,AK,61.09,-149.76,1195.00
20882,95.78987,1,672,Gaithersburg,MD,39.23,-77.15,20.00
91377,95.78519,1,673,Oak Park,CA,34.03,-119.13,54.00
78759,95.7748,1,674,Austin,TX,30.40,-97.75,43.00
90293,95.76437,1,675,Playa del Rey,CA,33.79,-118.30,70.00
12159,95.76035,1,676,Slingerlands,NY,42.64,-73.88,21.00
33606,95.75595,1,677,Tampa,FL,27.93,-82.47,7.00
5344,95.75299,1,,Marlboro,VT,42.99,-72.72,179.00
23304,95.75295,1,,Battery Park,VA,36.99,-76.57,23.00
92694,95.75287,1,,Ladera Ranch,CA,33.64,-117.77,39.00
4629,95.75279,1,,East Blue Hill,ME,44.64,-68.39,7782.00
32082,95.74725,1,678,Ponte Vedra Beach,FL,30.10,-81.38,5.00
27613,95.73508,1,679,Raleigh,NC,35.87,-78.71,1073.00
7871,95.72501,1,680,Sparta,NJ,41.04,-74.72,223.00
21737,95.72145,1,681,Glenelg,MD,39.26,-77.01,2.00
22315,95.71701,1,682,Alexandria,VA,38.76,-77.15,242.00
8525,95.71175,1,683,Hopewell,NJ,40.39,-74.78,82.00
72223,95.70782,1,684,Little Rock,AR,34.79,-92.50,23.00
85718,95.69946,1,685,Tucson,AZ,32.31,-110.92,9.00
7023,95.69267,1,686,Fanwood,NJ,40.64,-74.39,76.00
84098,95.68898,1,687,Park City,UT,40.70,-111.55,58.00
94588,95.68144,1,688,Pleasanton,CA,37.69,-121.90,70.00
20850,95.6699,1,689,Rockville,MD,39.09,-77.18,170.00
78261,95.66342,1,690,San Antonio,TX,29.44,-98.46,195.00
10282,95.66295,1,691,New York,NY,40.72,-74.01,2560664.00
21013,95.66196,1,692,Baldwin,MD,39.50,-76.49,300.00
20120,95.65533,1,693,Centreville,VA,38.84,-77.47,63.00
1106,95.64642,1,694,Longmeadow,MA,42.05,-72.57,16.00
55346,95.6403,1,695,Eden Prairie,MN,44.88,-93.48,98.00
50325,95.63493,1,696,Clive,IA,41.61,-93.74,217.00
60089,95.62505,1,697,Buffalo Grove,IL,42.18,-87.96,23.00
94129,95.61707,1,698,San Francisco,CA,37.80,-122.47,14455.00
80124,95.6144,1,699,Lone Tree,CO,39.53,-104.91,265.00
43082,95.60902,1,700,Westerville,OH,40.17,-82.87,1314.00
89148,95.60571,1,701,Las Vegas,NV,36.06,-115.27,39.00
94117,95.59714,1,702,San Francisco,CA,37.77,-122.44,14455.00
55317,95.58587,1,703,Chanhassen,MN,44.85,-93.57,116.00
21035,95.58158,1,704,Davidsonville,MD,39.04,-76.63,12653.00
90212,95.57783,1,705,Beverly Hills,CA,33.79,-118.30,25.00
14618,95.57121,1,706,Rochester,NY,43.11,-77.56,1068.00
75230,95.56125,1,707,Dallas,TX,32.89,-96.77,126839.00
19118,95.55355,1,708,Philadelphia,PA,40.07,-75.20,215080.00
7977,95.55138,1,709,Peapack,NJ,40.71,-74.65,45.00
45243,95.5482,1,710,Cincinnati,OH,39.18,-84.34,9.00
11771,95.54335,1,711,Oyster Bay,NY,40.75,-73.60,39.00
2061,95.5397,1,712,Norwell,MA,42.15,-70.82,11.00
21044,95.53028,1,713,Columbia,MD,39.21,-76.89,37374.00
68135,95.52057,1,714,Omaha,NE,41.21,-96.19,67.00
33957,95.51702,1,715,Sanibel,FL,26.46,-82.10,190.00
92614,95.51159,1,716,Irvine,CA,33.69,-117.83,5.00
1984,95.50696,1,717,Wenham,MA,42.60,-70.87,15.00
94566,95.49956,1,718,Pleasanton,CA,37.65,-121.86,70.00
1581,95.48956,1,719,Westborough,MA,42.26,-71.85,17.00
48324,95.48298,1,720,West Bloomfield,MI,42.60,-83.38,68.00
18940,95.47478,1,721,Newtown,PA,40.26,-74.96,345.00
94946,95.46973,1,,Nicasio,CA,38.01,-122.69,197.00
19355,95.46539,1,722,Malvern,PA,40.03,-75.71,37.00
78255,95.46054,1,723,San Antonio,TX,29.44,-98.46,195.00
22152,95.45469,1,724,Springfield,VA,38.78,-77.23,93.00
18925,95.44891,1,725,Furlong,PA,40.28,-75.06,45949.00
11509,95.44777,1,726,Atlantic Beach,NY,40.59,-73.73,882.00
85054,95.44675,1,727,Phoenix,AZ,33.28,-112.19,168.00
7044,95.44349,1,728,Verona,NJ,40.83,-74.24,179.00
55123,95.43616,1,729,Saint Paul,MN,44.81,-93.14,17.00
94002,95.42644,1,730,Belmont,CA,37.52,-122.29,35.00
